 ชื่อไทย,Title Eng,ชื่อผู้ทำ1,นามสกุลผู้ทำ1,ชื่ิอผู้ทำ2,นามสกุลผู้ทำ2,ชื่ิอผู้ทำ3,นามสกุลผู้ทำ3,อาจารย์ที่ปรึกษา,ที่ปรึกษาร่วม1,ที่ปรึกษาร่วม2,ประเภท,Thesis,ประเภทของโปรเจค,ภาควิชา,ปีการศึกษา,บทคัดย่อ
โปรแกรมระบบจัดการครุภัณฑ์ด้วยบาร์โค้ดสองมิติบนพอกเก็ตพีซี,,ยุพิน,จุ้ยโหง,อารยา,เสือเดช,,,สมคิด แซ่หลี,,,E-PROJECT,ปริญญานิพนธ์ (ค.อ.บ.),AMS,ภาควิชาคอมพิวเตอร์ศึกษา,2551,"ปริญญานิพนธ์เรื่องระบบจัดการครุภัณฑ์ด้วยบาร์โค้ดสองมิติบนพอกเก็ตพีซี จัดทำขึ้น
เพื่อใช้ในระบบการจัดการครุภัณฑ์ของภาควิชาคอมพิวเตอร์ศึกษา โดยที่ผู้ดูแลระบบจัดการ
ข้อมูลครุภัณฑ์โดยการทำงานร่วมกับบาร์โค้ดสองมิติ โดยการนำกล้องของพอกเก็ตอ่านค่าจาก
บาร์โคัดที่ติดอยู่กับครุภัณฑ์แต่ละชิ้น และนำค่าที่ได้เรียกผ่านเว็บบาวร์เซอร์ของระบบและดึง
ข้อมูลครุภัณฑ์ที่ได้จากบาร์โค้ดมาแสดงพร้อมทำการจัดการข้อมูลบนพอกเก็ตพีซีได้ทันที
นอกจากการทำงานของผู้ดูแลระบบแล้ว เจ้าหน้าหน้าที่ ยังสามารถใช้งนระบบจัดการครุภัณฑ์
บนพอกก็ตพีซีได้เช่นกัน โดยการทำงานผ่านเว็บเพจของระบบ ซึ่งจะประกอบด้วยการใช้
บริการส่วนของการเบิก-คืน ครุภัณฑ์ ตรวจสอบการใช้บริการของระบบ ส่วนของการเบิก-คืน
รุภัณฑ์จากรายการที่แสดงผลบนพอกเก็ตพีซี อีกทั้งยังมีทางเลือกอื่น สำหรับผู้บริหาร
สามารถ ตรวจสอบข้อมูลของระบบในส่วนต่าง ๆ ในแต่ละรอบบัญชี ได้ทางอินเทอร์เน็ตโดย
ผู้พัฒนาเลือกใช้ ภาษา PHPในการพัฒนาบนพอกเก็ตพีซี และบนอินเทอร์เน็ต เลือกใช้
MysQL เป็นฐานข้อมูลหลักในการพัฒนา
จากผลการดำเนินงานปริญญานิพนธ์เรื่องโปรแกรมระบบจัดการครุภัณฑ์ด้วยบาร์โด้ด
สองมิติบนพอกเก็ตพีซี แบ่งออกเป็น 2 ส่วนคือ โปรแกรมบนเครื่องพอกเก็ตพีซี โปรแกรมบน
อินเทอร์น็ต ผู้ใช้งานแบ่งเป็นผู้ดูแลระบบ เจ้าหน้าที่และผู้บริหาร โดยผู้ดูแลระบบสามารถ
เข้าถึงและเปลี่ยนแปลงข้อมูลต่าง ๆ ได้ทั้งหมด เจ้าหน้าที่สามารถใช้งานโปรแกรมทั้งบน
พอกเก็ตพีซีและอินเทอร์เน็ต โดยก่อนการใช้งานจะมีการตรวจสอบเจ้าหน้าที่ว่ามีสิทธิ์การใช้
ระบบอยู่ในส่วนใด เพื่อสามารถใช้งานโปรแกรมได้ทันที ส่วนผู้บริหารสามารถมีสิทธิ์ใช้งานบน
อินเทอร์เน็ตเท่านั้น เพื่อให้ผู้บริหารได้รับทราบถึงข้อมูลการจัดการของระบบในทุกส่วน เพื่อ
นำไปพิจารณาประกอบการตัดสินใจในภายภาคหน้าต่อไป"
สื่อรณรงค์ลดโลกร้อนแบบแอนิเมชันและเกมสองมิติ,Reduce global warming in animation and 2D game,สุเมธ ,ลาภอิทธิสันต์,สุมิตรา,ทองแสง,,,สมคิด แซ่หลี,,,E-PROJECT,ปริญญานิพนธ์ (ค.อ.บ.),CAI,ภาควิชาคอมพิวเตอร์ศึกษา,2551,โครงงานเรื่อง “สื่อรณรงค์ลดโลกร้อนแบบแอนิเมชั่นและเกมสองมิติ” โดยนําเสนอสื่อในรูปแบบแอนิเมชั่นแบบสองมิติ ประกอบด้วยเนื้อเรื่องของสื่อรณรงค์ลดโลกร้อนจํานวน 3 เรื่องคือเรื่อง “โลกร้อนได้อย่างไร” เรื่อง “วิธีแก้ปัญหาโลกร้อน” และเรื่อง “แก้วส่วนตัวลดโลกร้อน”ในลักษณะการ์ตูนสองมิติประกอบเสียงบรรยายและสามารถเลือกเล่นเกมภายในโปรแกรมได้ทั้งหมด 3 เกมคือเกม “เกมต่อภาพลดโลกร้อน” เกม “เกมคุณหนูช่วยลดโลกร้อน” เกม “เกมเด็กเสิร์ฟพิชิตโลกร้อน” เนื้อหาทั้งหมดได้นํามาจากหนังสือ วารสาร ข้อมูลทางอินเทอร์เน็ต เป็นต้น ส่วนของแอนิเมชั่นในเรื่องการอัดเสียงและการตัดต่อเสียงใช์โปรแกรม Adobe Audition 1.5และใช้โปรแกรม Adobe Flash CS3 ในการสร้างและนําเสนอสื่อรณรงค์ลดโลกร้อนแบบแอนิเมชั่นและเกมสองมิติภายหลังจากได้ทําการทดสอบการทํางานของสื่อรณรงค์ลดโลกร้อนแบบแอนิเมชั่นและเกมสองมิติแล้ว ผู้รับชมสามารถเลือกชมเนื้อเรื่องทั้งหมดจํานวน 3 เรื่องและเล่นเกมได้ทั้งหมดจํานวน 3 เกม โดยสามารถทํางานได้ตามวัตถุประสงค์และขอบเขตที่กําหนดไว้
สื่อสถานการณ์จำลองการเรียนการสอนวิชาฟิสิกส์ ช่างชั้นที่ 4,"Physics Simulation Instruction Media for the 4 "" Level Student",กีรติ,เฮ้าเครื่อ,,,,,สมคิด แซ่หลี,,,E-PROJECT,ปริญญานิพนธ์ (ค.อ.บ.),CAI,ภาควิชาคอมพิวเตอร์ศึกษา,2552,"โครงงานปริญญานิพนธ์ เรื่องสถานการณ์จำลองการเรียนวิชาฟิสิกส์ช่วงชั้นที่ 4 เป็นการ
จัดทำแบบจำลองการเรียนการสอนเรื่องฟิสิกส์เบื้องต้นสำหรับผู้เรียนช่วงชั้นปีที่ 4 โดยจัดทำใน
หัวข้อเรื่องดังนี้ เรื่องที่  ! ปริมาณทางฟิสิกส์ โคยมีการปฏิสัมพันธ์กับผู้ใช้ด้วยการเลือกกราฟ
เวกเตอร์ เพื่อหาระยะขจัด เรื่องที่ 2 การเคลื่อนที่ในแนวตรง มีการปรับค่ของความเร็วเริ่มด้น ค่า
เวลาในการตอบสนอง และค่าแรงเสียดทาน เรื่องที่ 3 เครื่องเคาะสัญญาณเวลา โดยให้ผู้ใช้ปรับค่า
ความเร่งด้วยการปรับความชันของเครื่องเคาะสัญญาณ เรื่องที่ 4 กราฟความสัมพันธ์ มีการให้ผู้ใช้
ได้ปรับค่าความร็วและความเร่ง แล้วสังเกตผลการทดลอง และเรื่องที่ 5  ความเร็วสัมพัทธ์ มีการ
ปฏิสัมพันช์โดยให้ผู้ใช้ปรับค่ำความเร็วเรือและน้ำ ในการทำสื่อสถานการณ์จำลองจัดทำด้วย
โปรแกรม Adobe Flash CS วัตถุประสงค์ของโครงการงานปริญญานิพนธ์นี้ เป็นการจัดทำ
แบบงำลองสื่อการเรียนการสอนเรื่องฟิสิกส์เบื้องต้นสำหรับผู้เรียนช่วงชั้นที่ 4 หรือผู้ที่ต้องการ
ศึกษาวิชาฟิสิกส์เบื้องต้น เพื่อเป็นการถ่าขทอดความรู้และนำแบบงำลองที่ได้จัดทำขึ้นมาเป็นสื่อใน
การเรียนเป็นข้อมูล หรือเป็นแนวทางในการเรียน และเพื่อให้ผู้คนหันมาสนใจเกี่ยวกับวิชาฟิสิกส์
มากขึ้น"
สื่อการสอนแบบจำลองเรื่องอิเล็กทรอนิกส์และดิจิทัลเบื้องตัน,,ณฐกร,ตูลาธร,สุทธิพงศ์,ตุ้มนิลกาล,,,สมคิด แซ่หลี,,,E-PROJECT,ปริญญานิพนธ์ (ค.อ.บ.),CAI,ภาควิชาคอมพิวเตอร์ศึกษา,2552,"โครงงานปริญญานิพนธ์สื่อการสอนแบบจำลองเรื่องอิเล็กทรอนิกส์และดิจิทัลเบื้องตัน เป็น
การจัดทำเพื่อให้การเรียนการสอนมีประสิทธิภาพมากยิ่งขึ้นและเพื่อให้บุคคลทั่วไปที่ต้องการ
ศึกษาเกี่ยวกับเรื่องอิเล็กทรอนิกส์และดิจิทัลสามารถศึกษาได้ด้วยตนเอง ภายในสื่อการสอนมี
เนื้อหาที่เกี่ยวกับอุปกรณ์อิเล็กทรอนิกส์เบื้องตัน ประกอบด้วยเรื่อง ตัวต้านทาน ตัวเก็บประจุ
ไดโอด และทรานซิสเตอร์ เนื้อหาที่เกี่ยวกับดิจิทัลเบื้องตัน ประกอบด้วยเรื่อง ระบบเลขฐาน
แอนด์เกต ออร์เกต น็อตเกต แนนด์เกต และนอร์เกต ทำให้ผู้เรียนเข้าใจหลักการ คุณสมบัติ
และการใช้งานอุปกรณ์อิเล็กทรนิกส์และดิจิทัลได้อย่างถูกต้อง และผู้เรียนสามารถทำ
แบบจำลองการสอนแต่ละเรื่องตามใบกิจกรรมที่กำหนดไว้
สื่อการสอนแบบจำลองเรื่องอิล็กทรอนิกส์และดิจิทัลเบื้องตัน จัดทำโดยใช้โปรแกรม
Adobe Flash และภาษา Action Script การบันทึกเสียงใช้โปรแกรม Adobe Audition สามารถ
ใช้งานได้ 2 วิธีคือ ใช้งานบนเว็บบราวเซอร์ และ ใช้แบบ Stand Alone เป็นไฟล์ .exe สามารถ
เปิดด้วยโปรแกรม Adobe Flash Player ทำงานบนระบบปฏิบัติการ windows xp ขึ้นไป
ผลที่ได้จากการใช้งานสื่อการสอน สามารถทำได้ตามวัตถุประสงค์ และขอบเขตของ
โครงงานที่กำหนดไว้"
เมาส์พอยเตอร์เพื่องานนำเสนอและอุปกรณ์ดวบคุมเมาส์จากศีรษะด้วยวีรีโมท,Mouse Pointer for Presentation and Head Mouse with Wi Remote,อนุพล,สิงขรเขตต์,บงกช,ชัยวารี,ศิริพงศ์,สุขเลิศวัฒณา,สมคิด แซ่หลี,สรเดช ครุฑจ้อน,,E-PROJECT,ปริญญานิพนธ์ (ค.อ.บ.),HW,ภาควิชาคอมพิวเตอร์ศึกษา,2552,"โครงงานเมาส์พอยเตอร์เพื่องานนำเสนอและอุปกรณ์ควบคุมเมาส์จากศีรษะด้วยวีรึโมทแบ่ง
อุปกรณ์สำหรับการใช้งานเป็นสองส่วนคือ เมาส์พอยเตอร์เพื่องานนำเสนอ จัดทำขึ้นเพื่อช่วยให้
ดรู-อาจารย์หรือนักเรียน-นักศึกษาที่นำเสนองานด้วยคอมพิวเตอร์ สามารถมีกิจกรรมกับภาพที่
ฉายโดยตรง เช่น การคลิกเมาส์บนภาพฉาย การลากเมาส์บนภาพฉาย และอีกส่วนหนึ่งคือ
อุปกรณ์ควบคุมเมาส์จากศีรษะด้วยวีรีโมท จัดทำขึ้นเพื่อช่วยคนพิการทางแขนได้มีอุปกรณ์สำหรับ
ใช้งานเมาส์พอยเตอร์เหมือนกับการใช้เมาส์ของคนที่มีแขนปกติ เนื่องจากผู้พิการทางแขนไม่
สามารถใช้คอมพิวเตอร์ได้อย่างมีประสิทธิภาพเท่าคนปกติ โครงงานเมาส์พอยเตอร์เพื่องาน
นำเสนอและอุปกรณ์ควบคุมเมาส์จากศีรษะด้วยวีรีโมทได้พัฒนาขึ้นมาโดยใช้วีรีโมทมาประยุกต์ใช้
กับไมโครคอนโทรลเลอร์ PIC 16F877 ซึ่งเขียนโปรแกรมฝังไว้ในไมโครคอนโทรลเลอร์ด้วย
ภาษาซี และมีซอฟต์แวร์บนระบบปฏิบัติการคือโปรแกรม TCT Wimote สำหรับไม้ชี้และปากกา
อินฟราเรด และโปรแกรม Head Mouse สำหรับอุปกรณ์พอยเตอร์ซึ่งทั้งสองโปรแกรมใช้
ภาษาซีชาร์ปในการพัฒนา
ผลที่ได้จากโครงงานนี้คือ ไม้ขี้อินฟราเรด ปากกาอินฟราเรดซึ่งใช้งานเหมือนปากกาบน
หน้าจอทัชสกรีนและอุปกรณ์เมาส์พอยเตอร์เพื่อคนพิการที่ผู้พิการสามารถนำไปใช้งานได้จริง ผู้
พิการใช้ศีรษะในการควบคุมทิศทางพอยเตอร์และใช้คิ้วกับไมโดรโฟนในการควบคุมเมาส์พอย
เตอร์ให้ทำงานตามวัตถุประสงค์ของโครงงาน"
การพัฒนาระบบจัดการสื่อสอนเสริมมัลติมีเดียแบบออนไลน์,Online supplementary multimedia management system,สุชาภา ,นรพัลลภ,สาวิตรี,ยืนยงค์,,,สมคิด แซ่หลี,,,E-PROJECT,ปริญญานิพนธ์ (ค.อ.บ.),MIS,ภาควิชาคอมพิวเตอร์ศึกษา,2552,"การสอนด้วยสื่อ
ฐานข้อมูลแบบออนไลน์
ระบบมัลติมีเดียในการศึกษา
อินเตอร์แอคทีฟมัลติมีเดีย"
สื่ออุปกรณ์อิเล็กทรอนิกส์เบื้องต้น ในรูปแบบสามมิติแต่งเติมเสมือนจริง,3D augmented reality in basic of electronic media,เรือนทิพย์,ทองใบ,สิริกมล,สุขศรี,,,สมคิด แซ่หลี,,,E-PROJECT,ปริญญานิพนธ์ (ค.อ.บ.),CAI,ภาควิชาคอมพิวเตอร์ศึกษา,2553,สื่ออุปกรณ์อิเล็กทรอนิกส์เบื้องต้นในรูปแบบสามมิติแต่งเติมเสมือนจริง จัดทำขึ้นโดยใช้เทคโนโลยีจำลองเสมือนจริง เพื่อใช้กับการศึกษาในรายวิชาอุปกรณ์อิเล็กทรอนิกส์เบื้องต้น ซึ่งสามารถช่วยตอบสนองการเรียนการสอนให้เป็นไปอย่างมีประสิทธิภาพยิ่งขึ้น ทำให้ผู้เรียนมองเห็นสิ่งที่เป็นรูปธรรม เป็นสิ่งจูงใจที่กระตุ้นให้ผู้เรียนเกิดความสนใจและมีการตอบสนองการเรียนรู้ ผู้เรียนสามารถมองเห็นภาพอุปกรณ์อิเล็กทรอนิกส์เบื้องต้นในรูปแบบ 3 มิติเสมือนจริงได้ ผ่านสื่ออุปกรณ์อิเล็กทรอนิกส์เบื้องต้นในรูปแบบสามมิติแต่งเติมเสมือนจริงการสร้างวัตถุเสมือนจริง เช่น อุปกรณ์อิเล็กทรอนิกส์ผู้พัฒนาโปรแกรมได้ใช้โปรแกรม 3DStudio Max สร้างภาพ 3 มิติ หลังจากนั้นจึงแสดงผลผ่านโปรแกรม Adobe Flash และได้สร้างโปรแกรมบทเรียนคอมพิวเตอร์ช่วยสอน สำหรับเชื่อมโยงข้อมูลต่างๆ เอาไว้เพื่ออ านวยความสะดวกแก่ผู้เรียนเนื้อหาของสื่อช่วยสอนเรื่องอิเล็กทรอนิกส์เบื้องต้นในรูปแบบสามมิติแต่งเติมเสมือนจริงประกอบด้วย 5เรื่อง ได้แก่ ความรู้ทั่วไปของอุปกรณ์อิเล็กทรอนิกส์เบื้องต้น ตัวต้านทาน ตัวเก็บประจุไดโอด และทรานซิสเตอร์เกมและกิจกรรมในโครงงานนี้ประกอบไปด้วย 9 กิจกรรม ได้แก่ ในส่วนของบทที่ 2ประกอบไปด้วย เกมทายชนิดของตัวต้านทานจากโมเดลสามมิติเกมอ่านค่าตัวต้านทานจากโมเดลสามมิติและกิจกรรมการต่อตัวต้านทานในวงจร ในส่วนของบทที่ 3 ประกอบไปด้วย เกมทายชนิดของตัวเก็บประจุจากโมเดลสามมิติเกมอ่านค่าตัวเก็บประจุจากโมเดลสามมิติ และกิจกรรมการต่อตัวเก็บประจุในวงจรในส่วนของบทที่ 4 ได้แก่กิจกรรมการต่อไดโอดในวงจร ในส่วนของบทที่ 5 ได้แก่ กิจกรรมการจำแนกชนิดของทรานซิสเตอร์จากโมเดลสามมิติ และกิจกรรมการต่อวงจร โดยรับค่าภาพสัญลักษณ์มากกว่า 1 ภาพ แล้วแสดงผลเป็นวงจรโมเดลสามมิติ
สื่ออุปกรณ์อิเล็กทรอนิกส์เบื้องต้น ในรูปแบบสามมิติแต่งเติมเสมือนจริง,,เรือนทิพย์,ทองใบ,สิริกมล ,สุขศรี,,,สมคิด แซ่หลี,,,E-PROJECT,ปริญญานิพนธ์ (ค.อ.บ.),CAI,ภาควิชาคอมพิวเตอร์ศึกษา,2553,"สื่ออุปกรณ์อิเล็กทรอนิกส์เบื้องต้นในรูปแบบสามมิติแต่งเติมเสมือนจริง จัดทำขึ้นโดยใช้เทคโนโลยีจำลองเสมือนจริง เพื่อใช้กับการศึกษาในรายวิชาอุปกรณ์อิเล็กทรอนิกส์เบื้องต้น ซึ่งสามารถช่วยตอบสนองการเรียนการสอนให้เป็นไปอย่างมีประสิทธิภาพยิ่งขึ้น ทำให้ผู้เรียนมองเห็นสิ่งที่เป็น
รูปธรรมเป็นสิ่งจูงใจที่กระตุ้นให้ผู้เรียนเกิดความสนใจและมีการดอบสนองการรียนรู้ ผู้เรียนสามารถ
มองเห็นภาพอุปกรณ์อิเล็กทรอบิกส์เบื้องต้บในรูปแบบ 3 มิติเสมือนจริงได้ ผ่านสื่ออุปกรณ์อิเอ็กทรอบิกส์เบื้องดับใบรูปแบบสามมิติแต่งเติมเสมือนจริงการสร้างวัตถุเสมือนจริง เช่น อุปกรณ์อิเล็กทรอบิกส์ ผู้พัฒบาไปรแกรมไห้ใช้โปรแกรม 31)
Sudio Max สร้างภาพ 3 มิติ หลังจากนั้นจึงแสดงผลผ่านโปรแกรม Adobe Flash และได้สร้างโปรแกรม
บทเรียนคอมพิวเตอร์ช่วยสอน สำหรับเชื่อมโยงข้อมูลต่างๆ เอาไว้เพื่ออำนวยความสะดวกแก่ผู้เรียน
เนื้อหาของสื่อช่วยสอนเรื่องอิเล็กทรอนิกส์เบื้องต้นในรูปแบบสามมิติแต่งเติมเสมือนจริงประกอบด้วย 5
รื่อง ได้แก่ ความรู้ทั่วไปของอุปกรณ์อิเล็กหรอนิกส์เบื้องต้น ตัวต้านทาน ตัวเก็บประจุ ไดโอค และ
ทรานซิสเตอร์ เคมและกิจกรรมในโครงงานนี้ประกอบไปด้วย 9 กิจกรรม ได้แก่ ใบส่วนของบทที่ 2
ประกอบไปด้วย เคมทายชนิดของตัวต้านทานจากโมเดลสามมิติ เกมอ่านค่าตัวด้านทานจากโมเดลสาม
มิติ และกิจกรรมการต่อตัวด้านทานในางจร ในส่วนของบทที่ 3 ประกอบไปด้วย เกมทายชบิดของตัวเก็บ
ประจุจากโมเคลสามมิติ เกมอ่านคำตัวเก็บประจุจากโมเดลสามมิติ และกิจกรรมการต่อตัวเก็บประจุใน
วงจร ในส่วนของบทที่ 4 ได้แก่กิจกรรมการต่อไดโอดในวงจร ในส่วนของบทที่ s ได้แก่ กิจกรรมการ
จำแนกชนิดของทรานซิสเตอร์จากไมดลสามมิติ และกิจกรรมการต่อวงจร โดยรับค่าภาพสัญลักษณ์
มากกว่า 1 ภาพ แล้วแสดงผลเป็นวงจรไมเดลสามมิติ"
อนิเมชั่น 3Rร สำหรับช่วงชั้นประถมศึกษา,The Animation Cartoon of The 3Rs for Primary level student,ณัฐกณ,ชิ้นสวัสดิ์,ณัฐิดา,ชุ่มถาวร,,,สมคิด แซ่หลี,,,E-PROJECT,ปริญญานิพนธ์ (ค.อ.บ.),ANM,ภาควิชาคอมพิวเตอร์ศึกษา,2554,"สื่อการ์ตูนแอนิเมชั่น 3Rร สำหรับช่วงชั้นประถมศึกษา เป็นสื่อการ์ตูนแอนิเมชั่นที่มี
วัตถุประสงค์เพื่อช่วยให้เด็กได้รู้จักการลดกาวะโลกร้อน ด้วย 3R คือ Reduce คือ การลดปริมาณการ
ใช้ Reuse คือ การนำของเก่ามาใช้ซ้ำ Reeycle คือ การนำสิ่งของที่ใช้ไม่ได้แล้วมาแปรสภาพใหม่ให้ใช้
งานได้ เด็กในช่วงวัยนี้เป็นวัยที่มีความคิดเป็นของตัวเองจึงเหมาะที่จะนำสาระสำคัญในการลคภาวะ
โลกร้อนเข้ามาปลูกฝังเพื่อให้เด็กได้มีการจดจำ เข้าใจ และรู้จักที่จะนำความรู้จากสื่อการ์ตูนแอนิเมชั่น
วR มาใช้เป็นแนวทางเพื่อช่วยลคกาวะโลกร้อนในชีวิตประจำวันได้ดีขึ้น เพราะสื่อการ์ตุนสามารถ
ดึงดูดเด็กวัยนี้ได้เป็นอย่างดี พร้อมทั้งยังทำให้เด็กเกิดความสนใจและลองปฏิบัติตามได้
สื่อการ์ตูนแอนิเมชั่น 3Rร สำหรับช่วงชั้นประถมศึกษา ซึ่งเป็นเรื่องราวโดยมีรูปภาพเรียง
ประกอบกันเป็นเรื่องราว ใช้สื่อการ์ตูนแอนิเมชั่นเป็นสื่อกลางในการสร้างการจดจำและสร้างความ
สนใจ พัฒนาขึ้นโดยโปรแกรม Adobe Flash CS3 ใช้โปรแกรม Photoshop CS3 ในการลงสี และใช้
โปรแกรม Ulead Videosiudio 11 ในการบันทึกและใส่เสียงให้กับการ์ตูนแอนิเมชั่น เทคนิคของ
การ์ตูนแอนิเมชั่น 3Rs ใช้เป็นแบบเฟรมบายเฟรม ความยาวของการ์ตูน 22 นาที เป็นเรื่องราวที่เนื้อ
เรื่องมีความต่อเนื่องกัน โดยมี 3R เข้ามาสอดแทรกในเนื้อเรื่อง ซึ่งมีความละเอียด 280 * 720 พิกเซล
คมชัดแบบ Hi-def มีความสวยงามของสีภาพการ์ตนที่ชัดเจนสีสันสดใสพร้อมกับมีความเคลื่อนไหว
ของตัวละครที่เสมือนจริง
ผลการดำเนินงาน สื่อการ์ตูนแอนเมชัน 3Rร สำหรับประถมศึกษา นักเรียนได้รู้จักการลคภาวะ
โลกร้อนโดยใช้ 3Rร เข้ามาช่วย และใช้การ์ตูนเป็นสื่อในการช่วยให้เห็นภาพไว้ชัดขึ้น และสื่อการ์ตูน
แอนิเมชั่น เป็นไปตามขอบเขตของโครงงานที่กำหนดไว้ทุกประการ"
การพัฒนาบทเรียนแบบเว็บเควสท์ วิชาการสร้างเว็บเพจ,The Development of WebQuest Lessons for the Webpage Design Course,พัชรินทร์ ,นามมนตรี,,,,,สมคิด แซ่หลี,สรเดช ครุฑจ้อน,,E-PROJECT,ปริญญานิพนธ์ (ค.อ.บ.),CAI,ภาควิชาคอมพิวเตอร์ศึกษา,2554,"การวิจัยในครั้งนี้เป็นกรวิจัยเชิงทดลอง มีวัตถุประสงค์เพื่อ 1) พัฒนาและหาประสิทธิภาพ
บทเรียนแบบเว็บเควสท์ วิชา การสร้างเว็บเพจ 2) ศึกษาเปรียบเทียบผลสัมฤทธิ์ทางการเรียน ก่อน
เรียนและหลังเรียนด้วยบทเรียนแบบเว็บเควสท์ วิชาการสร้างเว็บเพจ
กลุ่มตัวอย่างที่ใช้ในการศึกษาครั้งนี้ประกอบด้วย นักเรียนระดับประกาศนียบัตรวิชาชีพ ชั้นปี
ที่ 3 ปีการศึกษา 2554 วิทยาลัยการอาชีพตระการพืชผล จำนวน 26 คน โดยวิธีเลือกแบบเจาะจง
เครื่องมือที่ใช้ในการศึกษาครั้งนี้ ประกอบด้วย 1) บทเรียนแบบเว็บเควสท์ 2) แบบทดสอบวัด
ผลสัมฤทธิ์ทางการเรียน 3) แบบประเมินการปฏิบัติงานแบบ Rubrics การวิเคราะห์ข้อมูลใช้ค่าสถิติ
ร้อยละ ค่าเฉลี่ย ค่าเบี่ยงเบนมาตรฐาน
ผลการวิจัยพบว่า บทเรียนแบบเว็บเควสท์ วิชา การสร้างเว็บเพจ มีประสิทธิภาพตามเกณฑ์
84.88/80.58 ผลสัมฤทธิ์ทางการเรียนของผู้เรียนที่เรียนด้วยบทเรียนแบบเว็บเควสท์ วิชาการสร้าง
เว็บเพจ สูงกว่าก่อนเรียน อย่างมีนัยสำคัญทางสถิติที่ .05 และจากการศึกษาผลสัมฤทธิ์ทางการเรียน
ของผู้เรียนคิดจากคะแนนการฝึกปฏิบัติงาน พบว่าคะแนนเฉลี่ยอยู่ในระดับ ดี"
"การพัฒนาและหาประสิทธิภาพของบทเรียนคอมพิวเตอร์ช่วยสอน
เสริมมัลตมิีเดียแบบปฏิสัมพันธ์วิชาการใช้โปรแกรมประมวลผลคํา
ระดับประกาศนียบัตรวิชาชีพ (ปวช.)","The Development and Efficiency Evaluation of Interactive
Multimedia Computer-Assisted Instruction On Word
Processing Course for Vocational Certificate Students",ถาวร ,วงค์คำแก้ว,,,,,สมคิด แซ่หลี,สรเดช ครุฑจ้อน,,E-PROJECT,ปริญญานิพนธ์ (ค.อ.บ.),CAI,ภาควิชาคอมพิวเตอร์ศึกษา,2554,"การวิจัยครั้งนี้มีวัตถุประสงค์เพื่อพัฒนาและหาประสิทธิภาพบทเรียนคอมพิวเตอร์ช่วยสอนเสริมมัลติมีเดียแบบปฏิสัมพันธ์ เปรียบเทียบผลสัมฤทธิ์ทางการเรียนของกลุ่มทดลองก่อนเรียนและหลังเรียนด้วยบทเรียนคอมพิวเตอร์ช่วยสอนเสริมมัลติมีเดียแบบปฏิสัมพันธ์ เปรียบเทียบผลสัมฤทธิ์ทางการเรียนระหว่างกลุ่มทดลองที่เรียนด้วยบทเรียนคอมพิวเตอร์ช่วยสอนเสริมมัลติมีเดียแบบปฏิสัมพันธ์ และกลุ่มควบคุมที่เรียนในชั้นเรียนปกติ และศึกษาความพึงพอใจของผู้เรียนที่มีต่อบทเรียนคอมพิวเตอร์ช่วยสอนเสริมมัลติมีเดียแบบปฏิสัมพันธ์กลุ่มตัวอย่างที่ใช้ในการวิจัย คือ นักเรียนระดับประกาศนียบัตรวิชาชีพ (ปวช.) ชั้นปีที่ 1 สาขางานคอมพิวเตอร์ธุรกิจ วิทยาลัยการอาชีพสังขะ จำนวน 58 คน นำกลุ่มตัวอย่างมาแบ่งออกเป็น 2 กลุ่ม ทำการคัดเลือกจากคะแนนสอบก่อนเรียนเฉลี่ยรายห้องกลุ่มที่มีค่ะแนนเฉลี่ยรายห้องต่ำให้เป็นกลุ่มทดลองเรียนเสริมด้วยบทเรียนคอมพิวเตอร์ช่วยสอนเสริมมัลติมีเดียแบบปฏิสัมพันธ์ วิชาการใช้โปรแกรมประมวลผลคำ และกลุ่มที่มี
คะแนนเฉลี่ยรายห้องสูง ให้เป็นกลุ่มควบคุมเรียนในชั้นเรียนปกติ
ผลการวิจัยพบว่าบทเรียนคอมพิวเตอร์ช่วยสอนเสริมมัลติมีเดียแบบปฏิสัมพันธ์ วิชาการใช้โปรแกรมประมวลผลคำ ที่พัฒนาขึ้น มีประสิทธิภาพ 81.12/82.66 สูงกว่าเกณฑ์ 80/80 ที่กำหนดไว้
เมื่อเปรียบเทียบผลสัมฤทธิ์ทางการเรียนของกลุ่มทดลอง พบว่า ผลคะแนนเฉลี่ยหลังเรียนสูงกว่าก่อน
เรียน อย่างมีนัยสำคัญทางสถิติที่ระดับ .05  เปรียบเทียบผลสัมฤทธิ์ทางการเรียนหลังเรียนระหว่าง
กลุ่มทดลองและกลุ่มควบคุม พบว่า คะแนนเฉลี่ยของกลุ่มทดลองที่เรียนด้วยบทเรียนคอมพิวเตอร์
ช่วยสอนเสริมมัลติมีเดียแบบปฏิสัมพันธ์ วิชาการใช้โปรแกรมประมวลผลคำ สูงกว่ากลุ่มควบคุม ที่
เรียนในห้องเรียนปกติ อย่างมีนัยสำคัญทางสถิติที่ระดับ .05 และกลุ่มทดลองมีความพึงพอใจต่อ
บทเรียนมีค่าเท่ากับ 4.26 อยู่ในระดับความพึงพอใจมาก"
